waktu,komentar,cleaning,case_folding,normalisasi,tokenize,stopword_removal,steming_data,Score,Sentiment
3 tahun lalu,"Bersih dan luas tempatnya. Ada banyak wahana permainan anak. Lokasi strategis dan parkirnya mudah murah. Deket dengan bank jateng, BRI dan BCA kalo mau ambil uang ke atm tinggal nyebrang aja. Seneng jalan2 ke alun2 wonosobo waktu pagi dan …",Bersih dan luas tempatnya Ada banyak wahana permainan anak Lokasi strategis dan parkirnya mudah murah Deket dengan bank jateng BRI dan BCA kalo mau ambil uang ke atm tinggal nyebrang aja Seneng jalan ke alun wonosobo waktu pagi dan ,bersih dan luas tempatnya ada banyak wahana permainan anak lokasi strategis dan parkirnya mudah murah deket dengan bank jateng bri dan bca kalo mau ambil uang ke atm tinggal nyebrang aja seneng jalan ke alun wonosobo waktu pagi dan ,bersih dan luas tempatnya ada banyak wahana permainan anak lokasi strategis dan parkirnya mudah murah dekat dengan bank jateng bri dan baca kalau mau ambil uang ke atm tinggal menyebrang saja senang jalan ke alun wonosobo waktu pagi dan,"['bersih', 'dan', 'luas', 'tempatnya', 'ada', 'banyak', 'wahana', 'permainan', 'anak', 'lokasi', 'strategis', 'dan', 'parkirnya', 'mudah', 'murah', 'dekat', 'dengan', 'bank', 'jateng', 'bri', 'dan', 'baca', 'kalau', 'mau', 'ambil', 'uang', 'ke', 'atm', 'tinggal', 'menyebrang', 'saja', 'senang', 'jalan', 'ke', 'alun', 'wonosobo', 'waktu', 'pagi', 'dan']","['bersih', 'luas', 'tempatnya', 'wahana', 'permainan', 'anak', 'lokasi', 'strategis', 'parkirnya', 'mudah', 'murah', 'bank', 'jateng', 'bri', 'baca', 'ambil', 'uang', 'atm', 'tinggal', 'menyebrang', 'senang', 'jalan', 'alun', 'wonosobo', 'pagi']",bersih luas tempat wahana main anak lokasi strategis parkir mudah murah bank jateng bri baca ambil uang atm tinggal menyebrang senang jalan alun wonosobo pagi,18,Positif
2 tahun lalu,"Alun-alun kota wonosobo yang cukup meriah, seringkali digunakan untuk beragam kegiatan.
kegiatan pasar malam dengan seluruh kemeriahannya, dan terakhir 30 April 2023 menjadi lokasi ajang festival balon udara","Alunalun kota wonosobo yang cukup meriah seringkali digunakan untuk beragam kegiatan
kegiatan pasar malam dengan seluruh kemeriahannya dan terakhir  April  menjadi lokasi ajang festival balon udara","alunalun kota wonosobo yang cukup meriah seringkali digunakan untuk beragam kegiatan
kegiatan pasar malam dengan seluruh kemeriahannya dan terakhir  april  menjadi lokasi ajang festival balon udara",alunalun kota wonosobo yang cukup meriah seringkali digunakan untuk beragam kegiatan kegiatan pasar malam dengan seluruh kemeriahannya dan terakhir april menjadi lokasi ajang festival balon udara,"['alunalun', 'kota', 'wonosobo', 'yang', 'cukup', 'meriah', 'seringkali', 'digunakan', 'untuk', 'beragam', 'kegiatan', 'kegiatan', 'pasar', 'malam', 'dengan', 'seluruh', 'kemeriahannya', 'dan', 'terakhir', 'april', 'menjadi', 'lokasi', 'ajang', 'festival', 'balon', 'udara']","['alunalun', 'kota', 'wonosobo', 'meriah', 'seringkali', 'beragam', 'kegiatan', 'kegiatan', 'pasar', 'malam', 'kemeriahannya', 'april', 'lokasi', 'ajang', 'festival', 'balon', 'udara']",alunalun kota wonosobo riah seringkali agam giat giat pasar malam riah april lokasi ajang festival balon udara,2,Positif
Diedit 6 bulan lalu,Semoga fasilitas pendukungnya di perbaharui lagi terutama utk permainan anak2... rumputnya jg bisa lbh terawat biar anak2 ssb yg latihan disana bisa lbh maksimal,Semoga fasilitas pendukungnya di perbaharui lagi terutama utk permainan anak rumputnya jg bisa lbh terawat biar anak ssb yg latihan disana bisa lbh maksimal,semoga fasilitas pendukungnya di perbaharui lagi terutama utk permainan anak rumputnya jg bisa lbh terawat biar anak ssb yg latihan disana bisa lbh maksimal,semoga fasilitas pendukungnya di perbaharui lagi terutama untuk permainan anak rumputnya juga bisa lebih terawat biar anak ssb yang latihan disana bisa lebih maksimal,"['semoga', 'fasilitas', 'pendukungnya', 'di', 'perbaharui', 'lagi', 'terutama', 'untuk', 'permainan', 'anak', 'rumputnya', 'juga', 'bisa', 'lebih', 'terawat', 'biar', 'anak', 'ssb', 'yang', 'latihan', 'disana', 'bisa', 'lebih', 'maksimal']","['semoga', 'fasilitas', 'pendukungnya', 'perbaharui', 'permainan', 'anak', 'rumputnya', 'terawat', 'biar', 'anak', 'ssb', 'latihan', 'disana', 'maksimal']",moga fasilitas dukung baharu main anak rumput awat biar anak ssb latih sana maksimal,24,Positif
Diedit 9 bulan lalu,"Tempat segala aktifitas, sayangnya ada beberapa titik yang isinya kotoran burung dan bikin kurang nyaman, mungkin bisa diatasi/dicarikan solusi, supaya kotoran burung tidak mengganggu pengunjung, karena emang baunya tidak enak dan mengganggu",Tempat segala aktifitas sayangnya ada beberapa titik yang isinya kotoran burung dan bikin kurang nyaman mungkin bisa diatasidicarikan solusi supaya kotoran burung tidak mengganggu pengunjung karena emang baunya tidak enak dan mengganggu,tempat segala aktifitas sayangnya ada beberapa titik yang isinya kotoran burung dan bikin kurang nyaman mungkin bisa diatasidicarikan solusi supaya kotoran burung tidak mengganggu pengunjung karena emang baunya tidak enak dan mengganggu,tempat segala aktivitas sayangnya ada beberapa titik yang isinya kotoran burung dan bikin kurang nyaman mungkin bisa diatasidicarikan solusi supaya kotoran burung tidak mengganggu pengunjung karena memang baunya tidak enak dan mengganggu,"['tempat', 'segala', 'aktivitas', 'sayangnya', 'ada', 'beberapa', 'titik', 'yang', 'isinya', 'kotoran', 'burung', 'dan', 'bikin', 'kurang', 'nyaman', 'mungkin', 'bisa', 'diatasidicarikan', 'solusi', 'supaya', 'kotoran', 'burung', 'tidak', 'mengganggu', 'pengunjung', 'karena', 'memang', 'baunya', 'tidak', 'enak', 'dan', 'mengganggu']","['aktivitas', 'sayangnya', 'titik', 'isinya', 'kotoran', 'burung', 'bikin', 'nyaman', 'diatasidicarikan', 'solusi', 'kotoran', 'burung', 'mengganggu', 'pengunjung', 'baunya', 'enak', 'mengganggu']",aktivitas sayang titik isi kotor burung bikin nyaman diatasidicarikan solusi kotor burung ganggu unjung bau enak ganggu,-8,Negatif
3 tahun lalu,"Tempatnya luas, dengan rumput hijau dan ada bagian berpasir. Terdapat playground anak, lapangan basket, pendopo,tempat duduk, tempat cuci tangan, dan air mancur. …",Tempatnya luas dengan rumput hijau dan ada bagian berpasir Terdapat playground anak lapangan basket pendopotempat duduk tempat cuci tangan dan air mancur ,tempatnya luas dengan rumput hijau dan ada bagian berpasir terdapat playground anak lapangan basket pendopotempat duduk tempat cuci tangan dan air mancur ,tempatnya luas dengan rumput hijau dan ada bagian berpasir terdapat playground anak lapangan basket pendopotempat duduk tempat cuci tangan dan air mancur,"['tempatnya', 'luas', 'dengan', 'rumput', 'hijau', 'dan', 'ada', 'bagian', 'berpasir', 'terdapat', 'playground', 'anak', 'lapangan', 'basket', 'pendopotempat', 'duduk', 'tempat', 'cuci', 'tangan', 'dan', 'air', 'mancur']","['tempatnya', 'luas', 'rumput', 'hijau', 'berpasir', 'playground', 'anak', 'lapangan', 'basket', 'pendopotempat', 'duduk', 'cuci', 'tangan', 'air', 'mancur']",tempat luas rumput hijau pasir playground anak lapang basket pendopotempat duduk cuci tangan air mancur,9,Positif
Diedit 2 bulan lalu,"Cocok untuk olahraga subuh, karena sudah rame ada yang jualan dan deket alun-akun ada Alfamidi 24 jam. Tapi kalau mau olahraga pake topi, karena banyak sarang buruh di pohon2 alun2..",Cocok untuk olahraga subuh karena sudah rame ada yang jualan dan deket alunakun ada Alfamidi  jam Tapi kalau mau olahraga pake topi karena banyak sarang buruh di pohon alun,cocok untuk olahraga subuh karena sudah rame ada yang jualan dan deket alunakun ada alfamidi  jam tapi kalau mau olahraga pake topi karena banyak sarang buruh di pohon alun,cocok untuk olahraga subuh karena sudah ramai ada yang jualan dan dekat alunakun ada alfamidi jam tapi kalau mau olahraga pakai topi karena banyak sarang buruh di pohon alun,"['cocok', 'untuk', 'olahraga', 'subuh', 'karena', 'sudah', 'ramai', 'ada', 'yang', 'jualan', 'dan', 'dekat', 'alunakun', 'ada', 'alfamidi', 'jam', 'tapi', 'kalau', 'mau', 'olahraga', 'pakai', 'topi', 'karena', 'banyak', 'sarang', 'buruh', 'di', 'pohon', 'alun']","['cocok', 'olahraga', 'subuh', 'ramai', 'jualan', 'alunakun', 'alfamidi', 'jam', 'olahraga', 'pakai', 'topi', 'sarang', 'buruh', 'pohon', 'alun']",cocok olahraga subuh ramai jual alunakun alfamidi jam olahraga pakai topi sarang buruh pohon alun,4,Positif
setahun lalu,"""Alun Alun Wonosobo adalah tempat yang menakjubkan dengan keindahan alam dan suasana yang tenang. Pohon rindang, lapangan terbuka, dan fasilitas umum yang bersih menjadikan tempat ini sempurna untuk bersantai. Pengalaman yang luar biasa di tengah kota!""",Alun Alun Wonosobo adalah tempat yang menakjubkan dengan keindahan alam dan suasana yang tenang Pohon rindang lapangan terbuka dan fasilitas umum yang bersih menjadikan tempat ini sempurna untuk bersantai Pengalaman yang luar biasa di tengah kota,alun alun wonosobo adalah tempat yang menakjubkan dengan keindahan alam dan suasana yang tenang pohon rindang lapangan terbuka dan fasilitas umum yang bersih menjadikan tempat ini sempurna untuk bersantai pengalaman yang luar biasa di tengah kota,alun alun wonosobo adalah tempat yang menakjubkan dengan keindahan alam dan suasana yang tenang pohon rindang lapangan terbuka dan fasilitas umum yang bersih menjadikan tempat ini sempurna untuk bersantai pengalaman yang luar biasa di tengah kota,"['alun', 'alun', 'wonosobo', 'adalah', 'tempat', 'yang', 'menakjubkan', 'dengan', 'keindahan', 'alam', 'dan', 'suasana', 'yang', 'tenang', 'pohon', 'rindang', 'lapangan', 'terbuka', 'dan', 'fasilitas', 'umum', 'yang', 'bersih', 'menjadikan', 'tempat', 'ini', 'sempurna', 'untuk', 'bersantai', 'pengalaman', 'yang', 'luar', 'biasa', 'di', 'tengah', 'kota']","['alun', 'alun', 'wonosobo', 'menakjubkan', 'keindahan', 'alam', 'suasana', 'tenang', 'pohon', 'rindang', 'lapangan', 'terbuka', 'fasilitas', 'bersih', 'menjadikan', 'sempurna', 'bersantai', 'pengalaman', 'kota']",alun alun wonosobo takjub indah alam suasana tenang pohon rindang lapang buka fasilitas bersih jadi sempurna santa alam kota,30,Positif
4 bulan lalu,"Alun - alun Wonosobo memiliki ruang terbuka yang luas, cocok untuk aktivitas keluarga atau berkumpul bersama teman - teman. Banyak orang datang ke sini untuk piknik, bermain, atau hanya sekedar menikmati udara segar. Di sekitar alun - alun juga terdapat banyak warung yang menjual makanan ringan",Alun  alun Wonosobo memiliki ruang terbuka yang luas cocok untuk aktivitas keluarga atau berkumpul bersama teman  teman Banyak orang datang ke sini untuk piknik bermain atau hanya sekedar menikmati udara segar Di sekitar alun  alun juga terdapat banyak warung yang menjual makanan ringan,alun  alun wonosobo memiliki ruang terbuka yang luas cocok untuk aktivitas keluarga atau berkumpul bersama teman  teman banyak orang datang ke sini untuk piknik bermain atau hanya sekedar menikmati udara segar di sekitar alun  alun juga terdapat banyak warung yang menjual makanan ringan,alun alun wonosobo memiliki ruang terbuka yang luas cocok untuk aktivitas keluarga atau berkumpul bersama teman teman banyak orang datang ke sini untuk piknik bermain atau hanya sekedar menikmati udara segar di sekitar alun alun juga terdapat banyak warung yang menjual makanan ringan,"['alun', 'alun', 'wonosobo', 'memiliki', 'ruang', 'terbuka', 'yang', 'luas', 'cocok', 'untuk', 'aktivitas', 'keluarga', 'atau', 'berkumpul', 'bersama', 'teman', 'teman', 'banyak', 'orang', 'datang', 'ke', 'sini', 'untuk', 'piknik', 'bermain', 'atau', 'hanya', 'sekedar', 'menikmati', 'udara', 'segar', 'di', 'sekitar', 'alun', 'alun', 'juga', 'terdapat', 'banyak', 'warung', 'yang', 'menjual', 'makanan', 'ringan']","['alun', 'alun', 'wonosobo', 'memiliki', 'ruang', 'terbuka', 'luas', 'cocok', 'aktivitas', 'keluarga', 'berkumpul', 'teman', 'teman', 'orang', 'piknik', 'bermain', 'sekedar', 'menikmati', 'udara', 'segar', 'alun', 'alun', 'warung', 'menjual', 'makanan', 'ringan']",alun alun wonosobo milik ruang buka luas cocok aktivitas keluarga kumpul teman teman orang piknik main dar nikmat udara segar alun alun warung jual makan ringan,22,Positif
sebulan lalu,Bersih adem g semrawut view nya cantik.. kuliner juga deket.. g terlalu rame.. jalan nyebrang aman.. setenang itu..,Bersih adem g semrawut view nya cantik kuliner juga deket g terlalu rame jalan nyebrang aman setenang itu,bersih adem g semrawut view nya cantik kuliner juga deket g terlalu rame jalan nyebrang aman setenang itu,bersih adem tidak semrawut view ya cantik kuliner juga dekat tidak terlalu ramai jalan menyebrang aman setenang itu,"['bersih', 'adem', 'tidak', 'semrawut', 'view', 'ya', 'cantik', 'kuliner', 'juga', 'dekat', 'tidak', 'terlalu', 'ramai', 'jalan', 'menyebrang', 'aman', 'setenang', 'itu']","['bersih', 'adem', 'semrawut', 'view', 'ya', 'cantik', 'kuliner', 'ramai', 'jalan', 'menyebrang', 'aman', 'setenang']",bersih adem semrawut view ya cantik kuliner ramai jalan menyebrang aman tenang,10,Positif
2 tahun lalu,"Hari ini ikut menyaksikan festival balon udara di alun2 Wonosobo, rwame bgt, seru bgt, ga kalah sama capadoccia 😁, festival diadakan setiap tahun, cuma efeknya macetnya alamak, datang sebelum subuh, biar ga kena macet, plg setelah acara bener2 selesai …",Hari ini ikut menyaksikan festival balon udara di alun Wonosobo rwame bgt seru bgt ga kalah sama capadoccia  festival diadakan setiap tahun cuma efeknya macetnya alamak datang sebelum subuh biar ga kena macet plg setelah acara bener selesai ,hari ini ikut menyaksikan festival balon udara di alun wonosobo rwame bgt seru bgt ga kalah sama capadoccia  festival diadakan setiap tahun cuma efeknya macetnya alamak datang sebelum subuh biar ga kena macet plg setelah acara bener selesai ,hari ini ikut menyaksikan festival balon udara di alun wonosobo rwame banget seru banget tidak kalah sama capadoccia festival diadakan setiap tahun cuma efeknya macetnya alamak datang sebelum subuh biar tidak kena macet pulang setelah acara benar selesai,"['hari', 'ini', 'ikut', 'menyaksikan', 'festival', 'balon', 'udara', 'di', 'alun', 'wonosobo', 'rwame', 'banget', 'seru', 'banget', 'tidak', 'kalah', 'sama', 'capadoccia', 'festival', 'diadakan', 'setiap', 'tahun', 'cuma', 'efeknya', 'macetnya', 'alamak', 'datang', 'sebelum', 'subuh', 'biar', 'tidak', 'kena', 'macet', 'pulang', 'setelah', 'acara', 'benar', 'selesai']","['menyaksikan', 'festival', 'balon', 'udara', 'alun', 'wonosobo', 'rwame', 'banget', 'seru', 'banget', 'kalah', 'capadoccia', 'festival', 'diadakan', 'efeknya', 'macetnya', 'alamak', 'subuh', 'biar', 'kena', 'macet', 'pulang', 'acara', 'selesai']",saksi festival balon udara alun wonosobo rwame banget seru banget kalah capadoccia festival ada efek macet alamak subuh biar kena macet pulang acara selesai,4,Positif
setahun lalu,"Mampir sebentar ke Alun2 Wonosobo. MasyaaAlloh alun2 bagus. Tata design.nya bagus dan rapi. Kantor2 pemerintah disekeliling alun2. Alun2nya ada area bermain anak, ada lapangan basket dan voli. Yg paling menarik perhatian saya ada jogging …",Mampir sebentar ke Alun Wonosobo MasyaaAlloh alun bagus Tata designnya bagus dan rapi Kantor pemerintah disekeliling alun Alunnya ada area bermain anak ada lapangan basket dan voli Yg paling menarik perhatian saya ada jogging ,mampir sebentar ke alun wonosobo masyaaalloh alun bagus tata designnya bagus dan rapi kantor pemerintah disekeliling alun alunnya ada area bermain anak ada lapangan basket dan voli yg paling menarik perhatian saya ada jogging ,mampir sebentar ke alun wonosobo masyaaalloh alun bagus tata designnya bagus dan rapi kantor pemerintah disekeliling alun alunnya ada area bermain anak ada lapangan basket dan voli yang paling menarik perhatian saya ada jogging,"['mampir', 'sebentar', 'ke', 'alun', 'wonosobo', 'masyaaalloh', 'alun', 'bagus', 'tata', 'designnya', 'bagus', 'dan', 'rapi', 'kantor', 'pemerintah', 'disekeliling', 'alun', 'alunnya', 'ada', 'area', 'bermain', 'anak', 'ada', 'lapangan', 'basket', 'dan', 'voli', 'yang', 'paling', 'menarik', 'perhatian', 'saya', 'ada', 'jogging']","['mampir', 'sebentar', 'alun', 'wonosobo', 'masyaaalloh', 'alun', 'bagus', 'tata', 'designnya', 'bagus', 'rapi', 'kantor', 'pemerintah', 'disekeliling', 'alun', 'alunnya', 'area', 'bermain', 'anak', 'lapangan', 'basket', 'voli', 'menarik', 'perhatian', 'jogging']",mampir sebentar alun wonosobo masyaaalloh alun bagus tata designnya bagus rapi kantor perintah keliling alun alun area main anak lapang basket voli tarik perhati jogging,18,Positif
setahun lalu,"Salah satu ikon Wonosobo
Besar, bersih, dan rindang
Walopun banyak penjual aneka jajanan di hari Minggu namun terpantau bersih …","Salah satu ikon Wonosobo
Besar bersih dan rindang
Walopun banyak penjual aneka jajanan di hari Minggu namun terpantau bersih ","salah satu ikon wonosobo
besar bersih dan rindang
walopun banyak penjual aneka jajanan di hari minggu namun terpantau bersih ",salah satu ikon wonosobo besar bersih dan rindang walopun banyak penjual aneka jajanan di hari minggu namun terpantau bersih,"['salah', 'satu', 'ikon', 'wonosobo', 'besar', 'bersih', 'dan', 'rindang', 'walopun', 'banyak', 'penjual', 'aneka', 'jajanan', 'di', 'hari', 'minggu', 'namun', 'terpantau', 'bersih']","['salah', 'ikon', 'wonosobo', 'bersih', 'rindang', 'walopun', 'penjual', 'aneka', 'jajanan', 'minggu', 'terpantau', 'bersih']",salah ikon wonosobo bersih rindang walopun jual aneka jajan minggu pantau bersih,8,Positif
Diedit setahun lalu,"Lumayan nyaman
Bisa buat sekedar bersantai saat ke pusat kota atau sekedar mencari jajanan sekaligus buat olahraga pagi hari atau sore hari","Lumayan nyaman
Bisa buat sekedar bersantai saat ke pusat kota atau sekedar mencari jajanan sekaligus buat olahraga pagi hari atau sore hari","lumayan nyaman
bisa buat sekedar bersantai saat ke pusat kota atau sekedar mencari jajanan sekaligus buat olahraga pagi hari atau sore hari",lumayan nyaman bisa buat sekedar bersantai saat ke pusat kota atau sekedar mencari jajanan sekaligus buat olahraga pagi hari atau sore hari,"['lumayan', 'nyaman', 'bisa', 'buat', 'sekedar', 'bersantai', 'saat', 'ke', 'pusat', 'kota', 'atau', 'sekedar', 'mencari', 'jajanan', 'sekaligus', 'buat', 'olahraga', 'pagi', 'hari', 'atau', 'sore', 'hari']","['lumayan', 'nyaman', 'sekedar', 'bersantai', 'pusat', 'kota', 'sekedar', 'mencari', 'jajanan', 'olahraga', 'pagi', 'sore']",lumayan nyaman dar santa pusat kota dar cari jajan olahraga pagi sore,4,Positif
3 bulan lalu,Great place for jogging & taking a pic with an awesome background 😍😍 …,Great place for jogging  taking a pic with an awesome background  ,great place for jogging  taking a pic with an awesome background  ,great place for jogging taking a pic with an awesome background,"['great', 'place', 'for', 'jogging', 'taking', 'a', 'pic', 'with', 'an', 'awesome', 'background']","['great', 'place', 'for', 'jogging', 'taking', 'a', 'pic', 'with', 'an', 'awesome', 'background']",great place for jogging taking a pic with an awesome background,3,Positif
